sku;name;paramsynonym;category;enabled;price;purchaseprice;amount;sku:size:color:price:purchaseprice:amount;unit;discount;shippingprice;weight;size;briefdescription;description;title;metakeywords;metadescription;h1;photos;videos;markers;properties;producer;preorder;salesnote;related sku;alternative sku;custom options;gtin;googleproductcategory;adult;manufacturer_warranty
00000010950;Конструктор Танк, 119 деталей;00000010950;[Конструкторы >> BANBAO конструкторы];+;894,00;638,52;7;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Танк <br />Из 118 элементов этого конструктора можно собрать легкий танк. <br />В набор входит 4 фигурки воинов с оружием. Башня танка поворачивается, ствол поднимается-опускается. Люки башни и отсека водителя открываются. Гусеницы сделаны из мягкого пластика. <br />Возраст: с 5 лет <br />Количество деталей: 118 <br />Размер упаковки: 40 x 30 x 5 см;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8073.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.713;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010951;Конструктор Танк, 330 деталей;00000010951;[Конструкторы >> BANBAO конструкторы];+;1117,00;797,69;12;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. <br /> <br />В данном наборе представлен Конструктор Танк. <br /> <br />В наборе: <br /> <br />- 330 деталей, <br />- 2 фигурки воинов с оружием. <br />- инструкция. <br /> <br />Развитие ребенка: <br /> <br />Улучшается координация движений. <br />Развивается мелкая моторика рук. <br />Стимулируется игровая деятельность. <br />Развивается воображение. <br /> <br />Особенности: <br /> <br />Башня танка поворачивается, ствол поднимается-опускается.  <br />Люки башни и отсека водителя открываются.  <br />Гусеницы сделаны из мягкого пластика. <br /> <br />Дополнительно: <br /> <br />Упаковка: картонная коробка. <br />Материал: пластмасса. <br />Размер упаковки:  40 x 30 x 5.5 см.  <br />Возраст: 5+.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8074.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.888;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010952;Конструктор Военный самолет, 150 деталей;00000010952;[Конструкторы >> BANBAO конструкторы];+;411,00;293,54;24;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. <br /> <br />В данном наборе представлен Конструктор Военный самолет. <br /> <br />В наборе: <br /> <br />- 150  деталей, <br />- инструкция. <br /> <br />Развитие ребенка: <br /> <br />Улучшается координация движений. <br />Развивается мелкая моторика рук. <br />Стимулируется игровая деятельность. <br />Развивается воображение. <br /> <br />Дополнительно: <br /> <br />Упаковка: картонная коробка. <br />Материал: пластмасса. <br />Размер упаковки:  23 x 15 x 5.5 см.  <br />Возраст: 5+.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8075.jpg;;;"Бренд:BANBAO;Размеры:23x5x15;Вес:0.300;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010953;Конструктор Самолет, 250 деталей;00000010953;[Конструкторы >> BANBAO конструкторы];+;1141,00;815,27;14;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Самолет  <br />Из 250 элементов этого конструктора можно собрать самолет-невидимку . <br />В набор входит фигурка пилота. Фонарь кабины поднимается вверх. <br /> <br />Производитель:  BanBao   <br />Возраст:  с 5 лет   <br />Количество деталей:  250   <br />Размер упаковки:  40 x 30 x 5.5 см   <br />Вес продукта: 830 g;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8076.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.963;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010954;Конструктор Военный самолет, 190 деталей;00000010954;[Конструкторы >> BANBAO конструкторы];+;573,00;408,97;29;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Военный самолет из 150 элементов этого конструктора можно собрать гоночный внедорожник. Из элементов этого конструктора можно собрать боевой самолет. Пропеллер самолета вращается. Есть фигурка пилота и подвесные ракеты. <br />Количество деталей: 150 <br />Размер упаковки: 23x15x5 см <br />Вес продукта: 250 g <br />Материал: пластмасса <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8077.jpg;;;"Бренд:BANBAO;Размеры:30x5x22.5;Вес:0.417;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010957;Конструктор Дворец с аксессуарами, 4 фигурки, 580 деталей;00000010957;[Конструкторы >> BANBAO конструкторы];+;1694,00;1209,82;9;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Дворец с аксессуарами - конструктор для девочек,постройте свой дворец,в котором будут уютно и дружно жить куколки.  <br />В наборе : 4 фигурки, 580 деталей. <br />Упаковка: картонная коробка. <br />Размер : 45х35х7 см. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8078.jpg;;;"Бренд:BANBAO;Размеры:45x7x35;Вес:1.333;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010958;Конструктор Пентхаус с аксессуарами, 2 фигурки, 380 деталей;00000010958;[Конструкторы >> BANBAO конструкторы];+;1035,00;739,53;7;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. <br /> <br />В данном наборе представлен Конструктор Пентхаус. <br /> <br />В наборе: <br /> <br />- 380  деталей, <br />- 2 фигурки. <br />- инструкция. <br /> <br />Развитие ребенка: <br /> <br />Улучшается координация движений. <br />Развивается мелкая моторика рук. <br />Стимулируется игровая деятельность. <br />Развивается воображение. <br /> <br />Дополнительно: <br /> <br />Упаковка: картонная коробка. <br />Материал: пластмасса. <br />Возраст: 5+.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8079.jpg;;;"Бренд:BANBAO;Размеры:33x7x24;Вес:0.794;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010959;Конструктор Дворец с аксессуарами, 4 фигурки,  500 деталей;00000010959;[Конструкторы >> BANBAO конструкторы];+;1394,00;995,57;12;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Дворец - серия конструкторов для девочек «Маленькая принцесса» - обогатилась набором с уникальной возможностью создавать свой интерьер замковых покоев.  <br />В наборе 500 деталей, 4 фигурки человечков и инструкция. <br />Упаковка: картонная коробка. <br />Размер : 45х35х7 см. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8080.jpg;;;"Бренд:BANBAO;Размеры:45x7x35;Вес:1.150;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010960;Конструктор Дворец с аксессуарами,  4 фигурки, 380 деталей;00000010960;[Конструкторы >> BANBAO конструкторы];+;1185,00;846,29;6;;шт;0,00;0,00;0,00;0 x 0 x 0;;Пластиковый конструктор для девочек из серии Fantasy World поможет вашему ребенку почувствовать себя настоящим архитектором.Количество деталей: 380,4 фигурки человечков и аксессуары. <br />Упаковка: картонная коробка. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8081.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.950;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010961;Конструктор Дворец, 555 деталей;00000010961;[Конструкторы >> BANBAO конструкторы];+;2059,00;1470,56;5;;шт;0,00;0,00;0,00;0 x 0 x 0;;Пластиковый конструктор Дворец серии Fantasy World предназначен для девочек. Он поможет вашему ребенку почувствовать себя настоящим архитектором. <br />Количество деталей: 555 ,4 фигурки человечков и аксессуары. <br />Упаковка: картонная коробка. <br />Размер : 53х35х7 см. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8082.jpg;;;"Бренд:BANBAO;Размеры:53x7x35;Вес:1.625;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010962;Конструктор Танк, 260 деталей;00000010962;[Конструкторы >> BANBAO конструкторы];+;949,00;677,57;13;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Танк <br />Из 260 элементов этого конструктора можно собрать отличный танк.  <br />В набор входят 3 фигурки и сама модель.  <br />Возраст:  с 5 лет   <br />Упаковка: картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8083.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:1.063;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010963;Конструктор Бронетранспортер, 330 деталей;00000010963;[Конструкторы >> BANBAO конструкторы];+;1071,00;765,29;4;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор развивает целый комплекс знаний и умений: пространственное мышление, воображение, фантазию и зрительно-моторную координацию. У детей формируется понимание принципов геометрии, статической механики и архитектуры.  <br /> <br />В данном наборе представлен конструктор Бронетранспортер из серии WORLD DEGENCE FORCE – конструкторы по мотивам военной спецтехники. <br />В наборе 330 деталей, 4 фигурки человечков, инструкция по сборке. <br />Упаковка: картонная коробка. <br />Размер упаковки:40х30х5 см. <br />Материал: пластмасса. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8084.jpg;;;"Бренд:BANBAO;Размеры:40x5x30;Вес:0.850;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010964;Конструктор Домик для куклы, 900 деталей;00000010964;[Конструкторы >> BANBAO конструкторы];+;3160,00;2256,98;5;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор Домик для куклы <br />Из 900 элементов этого конструктора можно собрать трехэтажный дом. В набор входят 12 фигурок человечков и аксессуары.  <br />Материал: пластмасса. <br />Размер упаковки: 60 x 40 x 8 см <br />Упаковка: картонная коробка. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8085.jpg;;;"Бренд:BANBAO;Размеры:60.5x7.7x40.5;Вес:2.725;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010965;Конструктор Железнодорожная станция 342 детали;00000010965;[Конструкторы >> BANBAO конструкторы];+;1422,00;1015,66;8;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Железнодорожная станция  , в наборе 342 детали. <br />Упаковка:  картонная коробка. <br />Возраст: от 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8086.jpg;;;"Бренд:BANBAO;Размеры:40x7x30;Вес:1.200;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010966;Конструктор Гражданская авиация, от 5 лет, 660 деталей;00000010966;[Конструкторы >> BANBAO конструкторы];+;2336,00;1668,84;37;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка.  <br />В данном наборе представлен конструктор Аэробус из серии TRANSPORTATION –серия конструкторов пассажирского транспорта,  <br />В наборе 660 деталей, 5 фигурок человечков и инструкция по сборке. <br />Упаковка: картонная коробка. <br />Размер упаковки: 53 х 35 х 7 см. <br />Материал: пластмасса. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8087.jpg;;;"Бренд:BANBAO;Размеры:53x7x35;Вес:1.850;Возраст:4-5 лет;Возраст:6-8 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010967;Конструктор Скоростной поезд р/у, 662 детали;00000010967;[Конструкторы >> BANBAO конструкторы];+;4357,00;3112,43;23;;шт;0,00;0,00;0,00;0 x 0 x 0;;Высокоскоростной поезд BanBao готов к отправке. <br />Собирайте поезд, дорогу, пульт радиоуправления в руки - и играйте!!! <br />В комплекте:  <br />- 2 локомотива  <br />- 1 пассажирский вагон  <br />- станционная платформа  <br />- детали для сборки железнодорожных путей  <br />- пульт управления  <br />- 7 фигурок людей  <br />- другие интересные аксессуары.  <br />Детали для сборки железной дороги - 18 изогнутых частей трека, 8 прямых путей трека, две стрелки.  <br />С помощью них собирается железная дорога общей длиной до 5 метров. <br />Вы можете добавить большой железнодорожный вокзал (арт. 8227), где путешественники могут купить билет и сесть на поезд. <br />Упаковка: картонная коробка. <br />Размер упаковки: 60 x 41 x 8 см. <br />Для детей в возрасте от 5 лет .;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8088.jpg;;;"Бренд:BANBAO;Размеры:60.5x7.7x40.5;Вес:2.925;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010968;Конструктор Грузовой  поезд р/у, 1275 деталей;00000010968;[Конструкторы >> BANBAO конструкторы];+;4989,00;3563,92;6;;шт;0,00;0,00;0,00;0 x 0 x 0;;Конструктор позволяет собрать грузовой поезд с локомотивом на радиоуправлении, железную дорогу, грузовик. <br /> <br />В комплекте:  <br /> <br />- локомотив на радиоуправлении  <br />- 2 грузовых вагонов  <br />- 1 грузовик  <br />- 28 деталей для сборки железной дороги  <br />- пульт управления  <br />- 7 фигурок людей  <br />- аксессуары  <br /> <br />Особенности: <br /> <br />Количество деталей конструктора - 1275. <br />Детали для сборки железной дороги - 18 изогнутых частей трека, 8 прямых путей трека, две стрелки. <br />С помощью них собирается железная дорога общей длиной до 5 метров. <br />Работает от 9 батареек типа АА (не в комплекте) <br /> <br />Дополнительно: <br /> <br />Упаковка: картонная коробка. <br />Размер упаковки: 60 х 41 х 8 см. <br />Возраст: 5+.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8089.jpg;;;"Бренд:BANBAO;Размеры:60.5x7.7x40.5;Вес:2.950;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010969;Конструктор Пиратская бухта, от 5 лет, 225 деталей;00000010969;[Конструкторы >> BANBAO конструкторы];+;787,00;562,14;17;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка.  <br />В данном наборе представлен конструктор Сражение на острове пиратов. <br />В наборе 440 деталей и 4 фигурки человечков. <br />Упаковка: картонная коробка. <br />Размер упаковки:  33x24x7 см. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8090.jpg;;;"Бренд:BANBAO;Размеры:33x7x24;Вес:0.656;Возраст:4-5 лет;Возраст:6-8 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010970;Конструктор Автосервис, 660 деталей, от 5 лет;00000010970;[Конструкторы >> BANBAO конструкторы];+;1843,00;1316,33;9;;шт;0,00;0,00;0,00;0 x 0 x 0;;Из элементов этого конструктора можно грузовик. Конструктор помогает ребенку развивать умственные способности, фантазию и моторику. <br />В набор входит: конструктор -700 деталей, 4 фигурки и инструкция по сборке.  <br />Количество деталей: 700 <br />Размер упаковки: 45х35х7 см <br />Упаковка: картонная коробка. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8091.jpg;;;"Бренд:BANBAO;Размеры:45x7x35;Вес:1.425;Возраст:4-5 лет;Возраст:6-8 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010972;Конструктор 3 самолета в 1 402 детали;00000010972;[Конструкторы >> BANBAO конструкторы];+;1626,00;1161,62;9;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка.  <br /> <br />В данном наборе представлен конструктор 3 самолета в 1 , в наборе 402 детали. <br /> <br />Развитие ребенка: <br /> <br />Улучшается координация движений. <br />Развивается мелкая моторика рук. <br />Стимулируется игровая деятельность. <br />Развивается воображение. <br /> <br />Дополнительно: <br /> <br />Упаковка: картонная коробка. <br />Размер упаковки: 40,5 х 30 х 8,5 см. <br />Материал: пластмасса. <br />Возраст: 5+.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8092.jpg;;;"Бренд:BANBAO;Размеры:40.5x8.5x30;Вес:1.500;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010973;Конструктор 3 в 1: вертолет, танк, корабль 295 деталей;00000010973;[Конструкторы >> BANBAO конструкторы];+;1075,00;767,80;8;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. <br />В данном наборе представлен конструктор  3 в 1: вертолет, танк, корабль  , в наборе 295 детали и 2 фигурки. <br />Упаковка: картонная коробка. <br />Размер упаковки: 37x28,5x6,5 см.  <br />Материал: пластмасса. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8093.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.700;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010978;Конструктор Пожарный вертолет 272 детали;00000010978;[Конструкторы >> BANBAO конструкторы];+;769,00;549,02;15;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Пожарный вертолет , в наборе 272 деталей. <br />Упаковка: картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8094.jpg;;;"Бренд:BANBAO;Размеры:33x7x24;Вес:0.594;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010981;Конструктор Военный джип 287 деталей;00000010981;[Конструкторы >> BANBAO конструкторы];+;989,00;706,32;17;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. <br /> <br />В данном наборе представлен конструктор Военный джип из серии TWORLD DEGENCE FORCE – конструкторы по мотивам военной спецтехники. В собранной  модели колеса крутятся  и  оснащены инерционным механизмом. <br />В наборе 290 детали, 3 фигурки человечков  и инструкция. <br />Упаковка: картонная коробка. <br />Размер упаковки: 37,5 х 28,5 х 6,5 см. <br />Материал: пластмасса. <br />Возраст: с 5 лет.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8095.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.863;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010982;Конструктор Военный джип 129 деталей;00000010982;[Конструкторы >> BANBAO конструкторы];+;601,00;429,38;20;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор  Военный джип , в наборе 129 деталей. <br />Упаковка:  картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8096.jpg;;;"Бренд:BANBAO;Размеры:28.2x5.6x19;Вес:0.400;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010983;Конструктор Истребитель 314 деталей;00000010983;[Конструкторы >> BANBAO конструкторы];+;910,00;649,94;6;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Истребитель , в наборе 314 деталей. <br />Упаковка:  картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8097.jpg;;;"Бренд:BANBAO;Размеры:37.5x6.5x28.5;Вес:0.674;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010984;Конструктор Полицейский участок 718 деталей;00000010984;[Конструкторы >> BANBAO конструкторы];+;2077,00;1483,43;2;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Полицейская станция , в наборе 718 деталей. <br />Упаковка: картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8098.jpg;;;"Бренд:BANBAO;Размеры:53x7x35;Вес:1.700;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010986;Конструктор Пожарная команда-катер и джип 392 детали;00000010986;[Конструкторы >> BANBAO конструкторы];+;1048,00;748,85;8;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Пожарная команда-катер и джип  , в наборе 392 деталей. <br />Упаковка:  картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8099.jpg;;;"Бренд:BANBAO;Размеры:40x7x30;Вес:1.033;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010987;Конструктор Полицейская команда-катер, джип, лодка, вертолет 418 деталей;00000010987;[Конструкторы >> BANBAO конструкторы];+;1046,00;746,82;6;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Полицейская команда-катер, джип, лодка, вертолет  , в наборе 418 деталей. <br />Упаковка6 картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8100.jpg;;;"Бренд:BANBAO;Размеры:40x7x30;Вес:0.983;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000010988;Конструктор Полицейский грузовик 290 деталей;00000010988;[Конструкторы >> BANBAO конструкторы];+;775,00;553,23;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушки конструкторы banbao предназначены для детей в возрасте от 5 лет. Элементы игрушек изготовлены из прочной цветной пластмассы, не содержащей вредных веществ. Игрушки banbao позволяют ребенку самому собрать ее, что способствует развитию умственных способностей, фантазии и моторики рук ребенка. В данном наборе представлен конструктор Полицейский грузовик , в наборе 290 деталей. <br />Упаковка: картонная коробка.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;8101.jpg;;;"Бренд:BANBAO;Размеры:33x7x24;Вес:0.613;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
