sku;name;paramsynonym;category;enabled;price;purchaseprice;amount;sku:size:color:price:purchaseprice:amount;unit;discount;shippingprice;weight;size;briefdescription;description;title;metakeywords;metadescription;h1;photos;videos;markers;properties;producer;preorder;salesnote;related sku;alternative sku;custom options;gtin;googleproductcategory;adult;manufacturer_warranty
00000000662;Bratz 523390 Братц Супергерои, Хлоя;00000000662;[Куклы и аксессуары >> Bratz];+;1549,00;1106,71;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 523390 Братц Супергерои, Хлоя<br />Bratz 523390 Братц Супергерои, Хлоя <br />Подружки Bratz уносят нас в виртуальный мир. У каждой куклы свой маленький помощник, который является персонажем в онлайн игре. Приложение совместимо с iPhone, iPad, iPod touch.  <br />  <br />Подробная видео инструкция:;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10976.jpg;10977.jpg;10978.jpg";;;"Бренд:Bratz;Вес:0.67 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000663;Bratz 525660 Братц Супергерои, Фиби;00000000663;[Куклы и аксессуары >> Bratz];+;1549,00;1106,71;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 525660 Братц Супергерои, Фиби<br />Кукла Bratz 525660 по имени Фиби  в новой серии Супергерои! В этой чудесной коллекции куклы Bratz приобретают супер-способности – у каждой куклы своя особенность.   <br />Фиби – супергерой облачена в ярко-розовый атласный костюмчик с пышной юбочкой, плащ, гольфы и ботиночки на прозрачной платформе. У куклы гнуться руки и ноги в суставах.  <br />В комплекте с куклой прилагается мини-фигурка – помощница Фиби и картонная платформа для видеоигры. С помощью маленькой помощницы Вы можете активировать игру, предварительно скачав приложение для IOS и Android платформы. Необходимо отсканировать фигурку, поставив ее на платформу, тем самым открыв доступ к игре.   <br />В набор входит:  <br />•	Кукла Фиби <br />•	Мини-фигурка <br />•	Картонная платформа <br />•	Расческа;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10979.jpg;10980.jpg";;;"Бренд:Bratz;Вес:0.67 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000664;Bratz 528265 Братц Супердизайнер, Хлоя;00000000664;[Куклы и аксессуары >> Bratz];+;1554,00;1110,34;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 528265 Братц Супердизайнер, Хлоя<br />Кукла Братц Хлоя 528265 теперь в роли Супердизайнера! Хлоя следует последним тенденциям моды, создавая яркие и стильные одежду и аксессуары. <br />Ваш ребенок сможет создавать своими руками украшения для себя и своих кукол при помощи инструментов входящих в набор: катушки с лентой разного дизайна, диспенсер, катушка с эластичной ниткой и сами заготовки браслетов, которые необходимо украсить. Также можно украсить платье Хлои, используя те же материалы. <br />В набор входит: <br />•Кукла Хлоя<br />•4 катушки с лентой разного рисунка или цвета<br />•1 катушка с эластичной нитью (37,5 см) <br />•Диспенсер<br />•2 основы для браслетов разного цвета;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10981.jpg;10982.jpg";;;"Бренд:Bratz;Вес:0.469 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000665;Bratz 528777 Братц Супердизайнер, Жасмин;00000000665;[Куклы и аксессуары >> Bratz];+;1554,00;1110,34;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 528777 Братц Супердизайнер, Жасмин<br />Кукла Братц Жасмин 528777теперь в роли Супердизайнера! Жасмин следует последним тенденциям моды, создавая яркие и стильные одежду и аксессуары. <br />Ваш ребенок сможет создавать своими руками украшения для себя и своих кукол при помощи инструментов входящих в набор: катушки с лентой разного дизайна, диспенсер, катушка с эластичной ниткой и сами заготовки колечек, которые необходимо украсить. Также можно украсить платье Жасмин, используя те же материалы. <br />В набор входит: <br />•Кукла Жасмин<br />•4 катушки с лентой разного рисунка или цвета<br />•1 катушка с эластичной нитью (37,5 см) <br />•Диспенсер<br />•3 основы для колец разного цвета;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10983.jpg;10984.jpg;10985.jpg";;;"Бренд:Bratz;Вес:0.469 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000666;Bratz 526360 Братц Мини-торс, Хлоя;00000000666;[Куклы и аксессуары >> Bratz];+;1305,00;932,36;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 526360 Братц Мини-торс, Хлоя<br />Bratz 526360 Братц Мини-торс, Хлоя<br />Прояви своё чувство стиля с мини-торсами Bratz, чтобы создать модные прически, используя свою фантазию и аксессуары из комплекта.<br />В наборе 14 аксессуаров:<br />2 «крабика»:<br />2 заколочки:<br />6 резиночек:<br />2 украшения в форме пружинки:<br />1 цветная прядь:<br />1 расчёска.<br />Высота 18 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10986.jpg;10987.jpg;10988.jpg";;;"Бренд:Bratz;Вес:0.62 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000667;Bratz 520849 Братц Русалка, Джейд;00000000667;[Куклы и аксессуары >> Bratz];+;2030,00;1450,24;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 520849 Братц Русалка, Джейд<br />Кукла Джейд Bratz 520849 в образе покорительницы морских глубин – русалки! <br />Куклы Братц известны мастерством перевоплощений и этот набор не исключение. Джейд может легко скинуть хвост русалки, фиксирующийся магнитом, одеть плавник-юбочку и стильные туфельки в морском дизайне – отличный образ для выхода на сушу! Также Джейд одета в бронзового цвета корсет (в цвет прядям волос и помады) и диадему со стразами. В наборе с куклой продается щетка для волос.<br />В набор входит: <br />•Кукла Джейд<br />•Туфли<br />•Расческа;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10989.jpg;10990.jpg;10991.jpg";;;"Бренд:Bratz;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков;Вес:0.36 кг";;-;;;;;;;-;-
00000000668;Bratz 528258 Братц Супердизайнер, Джейд;00000000668;[Куклы и аксессуары >> Bratz];+;1554,00;1110,34;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 528258 Братц Супердизайнер, Джейд<br />Кукла Bratz Джейд 528258 теперь в роли Супердизайнера! Джейд следует последним тенденциям моды, создавая яркие и стильные одежду и аксессуары. <br />Ваш ребенок сможет создавать своими руками украшения для себя и своих кукол при помощи инструментов входящих в набор: катушки с лентой разного дизайна, диспенсер, катушка с эластичной ниткой и сами заготовки браслетов, которые необходимо украсить. Также можно украсить платье Джейд, используя те же материалы. <br />В набор входит: <br />•Кукла Джейд<br />•4 катушки с лентой разного рисунка или цвета<br />•1 катушка с эластичной нитью (37,5 см) <br />•Диспенсер<br />•Основа для ободка;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10992.jpg;10993.jpg;10994.jpg";;;"Бренд:Bratz;Вес:0.469 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000669;Bratz 515623 Братц Набор Бутик Кошечка Джейд;00000000669;[Куклы и аксессуары >> Bratz];+;2152,00;1537,25;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 515623 Братц Набор Бутик Кошечка Джейд<br />Bratz 515623 Братц Набор Бутик Кошечка Джейд<br />ольшой игровой набор, куда входят кукла Братц и ее бутик модной одежды. В наборе стеллаж, зеркало, кассовый аппарат со сканером (звуковые эффекты), дополнительный набор одежды, обувь, сумочки и украшения. <br />Требуются три батарейки “таблетки”.<br />Ролик в Youtube - http://youtu.be/z-kyqH83888;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;10995.jpg;;;"Бренд:Bratz;Вес:0.85 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000670;Bratz 523420 Братц Супергерои, Шайра;00000000670;[Куклы и аксессуары >> Bratz];+;1549,00;1106,71;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Bratz 523420 Братц Супергерои, Шайра<br />Bratz 523420 Братц Супергерои, Шайра <br />Подружки Bratz уносят нас в виртуальный мир. У каждой куклы свой маленький помощник, который является персонажем в онлайн игре. Приложение совместимо с iPhone, iPad, iPod touch.  <br />  <br />Подробная видео инструкция:;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10996.jpg;10997.jpg";;;"Бренд:Bratz;Вес:0.67 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000671;Flying Fairy 35801 Флайн Фейри Фея с подставкой, летит и танцует;00000000671;[Куклы и аксессуары >> Flying Fairy];+;967,00;690,91;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Flying Fairy 35801 Фея с подставкой, летит и танцует<br />Эти феи очень любят танцевать! Поставьте фею на подставку в виде флакончика духов и потяните за ниточку – Flying Fairy взлетит, а потом плавно опустится на поверхность и продолжит свой волшебный танец! У куколки снимаются крылья, и с ней можно играть, как с обычной игрушкой. <br />В комплекте 1 танцующая фея <br />Подставка для запуска <br />Крылья феи снимаются <br />В ассортименте – 2 феи разных цветов.  <br />Батарейки для работы не требуются!;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"10998.jpg;10999.jpg;11000.jpg;11001.jpg";;;"Бренд:Flying Fairy;Вес:0.427 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000672;Flying Fairy 35802 Флайн Фейри Бабочка, вылетающая из книги;00000000672;[Куклы и аксессуары >> Flying Fairy];+;1420,00;1013,98;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушка Flying Fairy 35802 Летающая Фея Бабочка, вылетающая из книги<br />В этом волшебном дневнике девочка сможет записывать свои секреты, не переживая за сохранность тайны – ведь их охраняет добрая фея-волшебница! У феи большие крылья, как у бабочки, и она тоже умеет летать – стоит открыть обложку, и она тут же взмывает в воздух! <br /> <br />Обложка пластиковой книги розового цвета с разными узорами, украшена изображением феи, бабочками и цветочками. В комплект входит маркер и небольшой блокнот в виде бабочки. <br /> <br />Чтобы фея-бабочка вылетела из книги, нужно поместить ее внутрь и потянуть за специальную закладочку. <br />Включает маркер <br />Небольшой блокнот <br />Пластиковую книгу для феи-бабочки <br />Куколку Flying Fairy <br />Для полета феи нужно закрыть книжку, потянуть закладку, затем снова открыть <br />Батарейки не требуются;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11002.jpg;11003.jpg;11004.jpg;11005.jpg;11006.jpg";;;"Бренд:Flying Fairy;Вес:0.32 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000673;Flying Fairy 35817 Флайн Фейри Сказочная фея, летит при запуске рукой (в асс);00000000673;[Куклы и аксессуары >> Flying Fairy];+;791,00;565,29;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Flying Fairy 35817 Флайн Фейри Сказочная фея, летит при запуске рукой (в асс-те)<br />Фея из серии Flying Fairy запускается простым броском и дальше летит уже самостоятельно. Перед запуском нужно раскрыть крылышки феи! Они похожи на крылья бабочки, раскрашены в яркие тона, выполнены из легкого материала и прекрасно поддерживают фею в воздухе. <br />В ассортименте несколько цветов <br />Крылья феи складываются и раскрываются <br />Длина игрушки - 18 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11007.jpg;11008.jpg;11009.jpg;11010.jpg";;;"Бренд:Flying Fairy;Вес:0.28 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000674;Flying Fairy 35808 Флайн Фейри Фея с подсветкой, парящая в воздухе;00000000674;[Куклы и аксессуары >> Flying Fairy];+;4629,00;3306,71;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Flying Fairy 35808 Летающая Фея с подсветкой, парящая в воздухе;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11011.jpg;11012.jpg;11013.jpg";;;"Бренд:Flying Fairy;Вес:0.64 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000675;Flying Fairy 35818 Флайн Фейри Волшебный браслет (в асс);00000000675;[Куклы и аксессуары >> Flying Fairy];+;815,00;582,34;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Аксессуар Flying Fairy 35818 Флайн Фейри Волшебный браслет (в асс-те)<br />Браслет из серии Flying Fairy станет отличным украшением для девочки! Крылышки феи, сидящей на браслете, подвижны. По желанию, ее можно снять с браслета. Ремешок легко настраивается по ширине.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11014.jpg;11015.jpg;11016.jpg;11017.jpg;11018.jpg;11019.jpg;11020.jpg;11021.jpg";;;"Бренд:Flying Fairy;Вес:0.35 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000676;Flying Fairy 35803A Флайн Фейри Фея, парящая в воздухе, в зеленом платье;00000000676;[Куклы и аксессуары >> Flying Fairy];+;5229,00;3734,83;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Flying Fairy 35803A Флайн Фейри Фея, парящая в воздухе, в зеленом платье<br />Летающая фея – великолепный подарок для девочки, которой нравятся сказочные миры и волшебные существа. Куколка одета в классический наряд – зеленое платьице с растительным узором. У феи снимаются крылышки, с ней можно играть, как с обычной куклой. <br /> <br />Игрушка поставляется в оригинальной упаковке с «окошком». <br /> <br />Летающая фея, инструкция:  <br />Для запуска феи активируйте стартовую платформу. Для этого нужно вставить в подставку 6 АА батареек. <br />Передвиньте рычаг на противоположной стороне от стартовой кнопки (в форме губ) – загорится лампочка. <br />Поместите куклу на платформу и нажмите стартовую кнопку в форме губ – фея взлетит!  <br />Внимание! Перед полетом игрушку Flying Fairy необходимо зарядить. Минимальное время зарядки – 5 минут. Полная зарядка – 30 мин.  <br />В комплекте: 1 куколка фея <br />Подставка (зарядное устройство и платформа для запуска одновременно). <br />Инструкция. <br />Для работы требуется 6 АА батареек Батарейки в комплект не входят!;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11022.jpg;11023.jpg;11024.jpg";;;"Бренд:Flying Fairy;Вес:0.64 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000677;Flying Fairy 35800 Флайн Фейри Фея, парящая в воздухе  в асс-те;00000000677;[Куклы и аксессуары >> Flying Fairy];+;3929,00;2806,21;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Flying Fairy 35800 Флайн Фейри Фея, парящая в воздухе  в асс-те;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11025.jpg;11026.jpg;11027.jpg;11028.jpg;11029.jpg";;;"Бренд:Flying Fairy;Вес:0.65 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000678;Disney Fairies 688500 Дисней Фея 23 см;00000000678;[Куклы и аксессуары >> Disney Fairies];+;1050,00;749,98;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 688500 Дисней Фея 23 см<br />Эти большие феи Дисней обязательно станут любимой игрушкой для девочки – их можно брать с собой на прогулки, феи одеты в яркие наряды и отлично прорисованы. Динь-Динь, Незабудка, Розетта – выбирайте любую! Каждая фея одета в блестящую юбочку и корсет, а туфли раскрашены в тон крылышек.  <br /> <br />В ассортименте представлено 4 куклы на выбор  <br /> <br />  Высота феи – 23 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11030.jpg;11031.jpg;11032.jpg;11033.jpg";;;"Бренд:Disney Fairies;Вес:0.233 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000679;Disney Fairies 687990 Дисней Феи Мыльные Пузыри без мыльного раствора;00000000679;[Куклы и аксессуары >> Disney Fairies];+;1031,00;736,67;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 687990 Дисней Феи Мыльные Пузыри без мыльного раствора<br />Фея Disney Fairies из этого набора никого не оставит равнодушным – ведь она может летать, оставляя за собой волшебный след из мыльных пузырей! Крылышки феи нужно просто окунуть в специальный мыльный раствор и отправить в полет! Игрушка сделана в виде самой известной феи – веселой Динь-Динь в ярком зеленом наряде.  <br /> <br />В комплекте кукла Динь-Динь <br />Фея оставляет за собой след из мыльных пузырей - у нее фигурные крылышки <br />Кукла поставляется в оригинальной упаковке <br />Внимание! Мыльный раствор не входит в комплект!;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11034.jpg;11035.jpg";;;"Бренд:Disney Fairies;Вес:0.317 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000680;Disney Fairies 747340 Дисней Фея 11 см;00000000680;[Куклы и аксессуары >> Disney Fairies];+;1209,00;863,72;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 747340 Дисней Фея 11 см с набором одежды<br />В наборах – феи Дисней из мультфильма «Тайны зимнего леса» с комплектом дополнительных платьев и аксессуаров. У Динь-Динь есть 4 платья на выбор – зеленое, розовое, оранжевое и сиреневое, а также очаровательная розовая сумочка.  <br /> <br />Фея Незабудка может похвастаться не менее богатым гарнитуром – ее можно одеть в одно из 4-х платьев. Вся одежда Незабудки соответствует ее статусу Зимней Феи – все платья выполнены в розово-голубых тонах, а розовая сумочка отлично подойдет к любому из них.  <br /> <br />В ассортименте 2 набора на выбор - с феей Динь-Динь и Незабудкой  <br /> <br />  В комплекте 4 платья и сумочка  <br /> <br />  У кукол подвижные ручки и ножки  <br /> <br />  Платья легко надеваются и снимаются, благодаря особой конструкции куколок  <br /> <br />  Высота фигурок – 11 см;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11036.jpg;11037.jpg";;;"Бренд:Disney Fairies;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков;Вес:0.44 кг";;-;;;;;;;-;-
00000000682;Disney Fairies 762660 Дисней Фея Игровой набор из 1 куклы с аксессуарами;00000000682;[Куклы и аксессуары >> Disney Fairies];+;2330,00;1664,19;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игровой набор Disney Fairies 762660 Дисней Феи 1 кукла с аксессуарами<br />В этих наборах – уникальные феи Дисней в нарядах из мультфильма «Тайны пиратского острова». У фей подвижные ручки и ножки на шарнирах, яркие платья в «пиратском» стиле, красивые сапожки и большие блестящие крылья, которые можно легко отстегнуть. Куколок можно переодевать. <br />Выбери одну из двух куколок фей – Динь-Динь или Незабудку – и разгадай тайну загадочного острова!  <br />В ассортименте 2 набора на выбор - куколка фея Динь-Динь или Незабудка <br />В каждом наборе более 15 аксессуаров - платьица, сапожки, сумочки, украшения <br />Фей можно переодевать <br />Крылышки фей отстегиваются <br />Высота каждой куколки – 11 см. <br />Игровые наборы поставляются в прозрачной подарочной упаковке;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11038.jpg;11039.jpg";;;"Бренд:Disney Fairies;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков;Вес:0.44 кг";;-;;;;;;;-;-
00000000683;Disney Fairies 762750 Дисней Фея 23 см Делюкс;00000000683;[Куклы и аксессуары >> Disney Fairies];+;2037,00;1454,97;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 762750 Дисней Фея 23 см Делюкс<br />В этих наборах – уникальные феи Дисней в нарядах из мультфильма «Тайны пиратского острова». У фей подвижные ручки и ножки на шарнирах, яркие платья в «пиратском» стиле, красивые сапожки и большие блестящие крылья, которые можно легко отстегнуть.  <br />Обратите внимание, что фея Динь-Динь представлена в двух вариантах - в пиратском камзоле с высокими сапогами или в коротком платье и туфельках. <br />  <br />Выбери одну из куколок фей – Динь-Динь, Незабудку, Зарину или Розетту и разгадай тайну загадочного острова!  <br />  <br />В ассортименте 5 фей Делюкс на выбор  <br />  <br />  Крылышки отстегиваются  <br />  <br />  Высота каждой куколки – 23 см.  <br />  <br />  Феи поставляются в прозрачной упаковке;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11040.jpg;11041.jpg;11042.jpg;11043.jpg;11044.jpg";;;"Бренд:Disney Fairies;Вес:0.375 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000684;Disney Fairies 762730 Дисней Фея 23 см Классик;00000000684;[Куклы и аксессуары >> Disney Fairies];+;1564,00;1117,49;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 762730 Дисней Фея 23 см Классик<br />В этом наборе вас ждут большие феи Дисней из мультфильма «Легенда о чудовище», премьера которого состоится 11 декабря 2014 года.  <br /> <br />Disney Fairies одеты в новые необычные наряды, у них большие крылышки с красивыми узорами. Можно выбрать одну из трех волшебных фей – Динь-Динь, Незабудку или Фауну. Фауна – новая фея, о чьих приключениях будет рассказано в мультфильме. Фея понимает язык животных, она очень смелая и энергичная, настоящая душа компании. <br />3 феи на выбор - кукла Динь-Динь, Фауна, Незабудка <br />У куколок подвижные ручки, ножки, голова <br />Сзади красивые блестящие крылья <br />Высота каждой феи – 23 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11045.jpg;11046.jpg;11047.jpg";;;"Бренд:Disney Fairies;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков;Вес:0.25 кг";;-;;;;;;;-;-
00000000685;Disney Fairies 663210 Дисней Фея 11 см с дополнительным платьем;00000000685;[Куклы и аксессуары >> Disney Fairies];+;754,00;538,45;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Кукла Disney Fairies 663210 Дисней Фея 11 см с дополнительным платьем<br />В набор входит одна фея из серии Дисней «Волшебные феи» и одно дополнительное платье. При заказе можно выбрать одну из двух фей – веселую Динь-Динь, яркую Розетту или очаровательную Серебрянку.  <br />  Кукла фея Динь-Динь – или Тинкербелл – одета в зеленое платьице, а в комплекте идет фиолетовое. Серебрянка – фея воды, на ней платье голубого цвета модного покроя, а дополнительное платье – розовое. Розетта одета в красное платье.  <br />  <br />Три набора на выбор - с Динь-Динь, Розеттой или Серебрянкой  <br /> <br />  В комплекте дополнительное платье  <br /> <br />  У куколок подвижные ручки и ножки  <br /> <br />  Высота фигурок – 11 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11048.jpg;11049.jpg";;;"Бренд:Disney Fairies;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков;Вес:0.44 кг";;-;;;;;;;-;-
00000000686;Disney Fairies 747540 Дисней Феи Летающая Фея Под Облаками;00000000686;[Куклы и аксессуары >> Disney Fairies];+;1987,00;1419,00;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушка Disney Fairies 747540 Дисней Феи Летающая Фея Под Облаками<br />Летающая фея Дисней – отличный подарок для всех, кто верит в чудеса! Чтобы отправить фею Динь-Динь в полет, нужно завести пружинку специальным ключом и нажать на кнопочку в виде божьей коровки.  <br />  <br />В комплекте куколка фея Динь-Динь  <br />  <br />  Специальный ключ для завода механизма  <br />  <br />  Фея Динь-Динь стоит на подставке, ее высота – 15 см.  <br />  <br />  Батарейки не требуются;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11050.jpg;11051.jpg";;;"Бренд:Disney Fairies;Вес:0.375 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
00000000687;Disney Fairies 762590 Дисней Фея 11 см, кукла с волосами;00000000687;[Куклы и аксессуары >> Disney Fairies];+;883,00;630,52;10;;шт;0,00;0,00;0,00;0 x 0 x 0;;Игрушка Disney Fairies 762590 Дисней Фея 11 см, кукла с волосами<br />Феи Динь-Динь и Незабудка из мультфильма «Тайны зимнего леса» стали еще очаровательнее – ведь теперь у них самые настоящие волосы! Прекрасные локоны фей можно заплетать и укладывать, создавая самые фантастические прически.  <br /> <br />Каждая кукла Disney Fairies одета в красивое платьице с бриллиантом, в тон туфлям и крылышкам, ручки и ножки у кукол гнуться.  <br /> <br />В ассортименте 2 набора на выбор - куколка фея Динь-Динь или фея Незабудка  <br /> <br />  У кукол мягкие волосы - их можно расчесывать  <br /> <br />  Высота каждой фигурки – 11 см.;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#STORE_NAME# - #PRODUCT_NAME#;#PRODUCT_NAME#;"11052.jpg;11053.jpg;11054.jpg";;;"Бренд:Disney Fairies;Вес:0.125 кг;Возраст:6-8 лет;Возраст:9-11 лет;Пол:Для девочек;Пол:Для мальчиков";;-;;;;;;;-;-
